accession	n_GH_families	GH_families	all_families	n_cazymes_consensus	n_single_tool_dropped	n_rows_fallback
GCF_050429585.1	20	GH1;GH113;GH125;GH13;GH170;GH20;GH23;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	CBM32;CBM34;CBM48;CBM50;CBM91;CE4;CE7;CE9;GH1;GH113;GH125;GH13;GH170;GH20;GH23;GH25;GH3;GH31;GH32;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT119;GT2;GT28;GT35;GT4;GT5;GT51	77	66	0
GCF_050469755.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	94	100	0
GCF_050471105.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;PL12;PL8	85	96	0
GCF_050473905.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	99	99	0
GCF_050474495.1	26	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	103	102	0
GCF_050475565.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	99	102	0
GCF_050475575.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	91	103	0
GCF_050476085.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	92	97	0
GCF_050480515.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	89	98	0
GCF_050481105.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	89	99	0
GCF_050481115.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	89	98	0
GCF_050481685.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	89	98	0
GCF_050481695.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	100	100	0
GCF_050482265.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	100	100	0
GCF_050485045.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	104	103	0
GCF_050485055.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	103	102	0
GCF_050485625.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	102	102	0
GCF_050485635.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	100	99	0
GCF_050486705.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	90	103	0
GCF_050492125.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	96	98	0
GCF_050492135.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	96	98	0
GCF_050506665.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	85	95	0
GCF_050506675.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	85	95	0
GCF_050506685.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	87	101	0
GCF_050506695.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	87	101	0
GCF_050506745.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	98	100	0
GCF_050506755.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	97	99	0
GCF_050506765.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	90	99	0
GCF_050506775.1	26	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT134;GT2;GT28;GT4;GT51;GT8;PL8	88	99	0
GCF_050506815.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	89	100	0
GCF_050506825.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	90	99	0
GCF_050506875.1	26	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	85	94	0
GCF_050506885.1	27	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	98	98	0
GCF_050506905.1	27	GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL8	103	104	0
GCF_050506995.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	86	99	0
GCF_050507065.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	88	100	0
GCF_050507075.1	27	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	99	102	0
GCF_050511455.1	19	GH1;GH113;GH125;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH73;GH77;GH85;GH92	AA1;AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE4;CE7;CE9;GH1;GH113;GH125;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH38;GH43;GH65;GH73;GH77;GH85;GH92;GT119;GT2;GT28;GT35;GT4;GT5;GT51;PL9	81	77	0
GCF_050516295.1	7	GH13;GH18;GH2;GH25;GH31;GH4;GH73	CBM32;CBM50;CE9;GH13;GH18;GH2;GH25;GH31;GH4;GH73;GT111;GT113;GT119;GT122;GT14;GT2;GT26;GT28;GT32;GT4;GT51;GT8	42	54	0
GCF_050516645.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	92	97	0
GCF_050516655.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL8	92	98	0
GCF_050516665.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	89	102	0
GCF_050516675.1	28	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH20;GH23;GH24;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL12;PL8	88	101	0
GCF_050563485.1	15	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH38;GH53;GH65;GH73;GH78	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH38;GH53;GH65;GH73;GH78;GT119;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	86	142	0
GCF_050563495.1	24	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT4;GT51;PL12;PL9	105	93	0
GCF_050573395.1	15	GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8	CBM32;CBM34;CBM41;CBM48;CBM67;CE9;GH1;GH13;GH140;GH170;GH2;GH25;GH31;GH32;GH36;GH4;GH42;GH65;GH73;GH78;GH8;GT111;GT119;GT131;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51;GT8	66	68	0
GCF_050574125.1	24	GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH170;GH172;GH188;GH2;GH23;GH28;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT2;GT28;GT4;GT51;GT8;PL12;PL9	107	93	0
